food_id,ingredient_name,quantity_other,quantity_oz,price
167592,"Glutino, Gluten Free Cookies, Chocolate Vanilla Creme",,10.5,5.99
167593,"Glutino, Gluten Free Cookies, Vanilla Creme",,10.5,5.99
167594,"Pepperidge Farm, Goldfish, Baked Snack Crackers, Original",,6.6,2.99
167595,"Pepperidge Farm, Goldfish, Baked Snack Crackers, Parmesan",,6.6,2.99
167596,"Pepperidge Farm, Goldfish, Baked Snack Crackers, Pizza",,6.6,2.99
167597,"Rudi's, Gluten-Free Bakery, Original Sandwich Bread",,18,7.29
167598,"Udi's, Gluten Free, Soft & Delicious White Sandwich Bread",,14.3,6.99
167599,"Udi's, Gluten Free, Soft & Hearty Whole Grain Bread",,14.3,6.99
167600,"Udi's, Gluten Free, Whole Grain Dinner Rolls",,14.3,6.99
167601,"Van's, Gluten Free, Totally Original Pancakes",8 ct,11.3,3.29
167602,"Seaweed, Canadian Cultivated EMI-TSUNOMATA, dry",,,
167603,"Seaweed, Canadian Cultivated EMI-TSUNOMATA, rehydrated",,,
167604,"Potatoes, hash brown, refrigerated, unprepared",,22.5,3.99
167605,"Potatoes, hash brown, refrigerated, prepared, pan-fried in canola oil",,22.5,3.99
167606,"Sweet Potatoes, french fried, frozen as packaged, salt added in processing",,14,7.99
167607,"Moose, meat, raw (Alaska Native)",,16,3.99
167608,"Mashu roots, raw (Alaska Native)",,,
167609,"Moose, liver, braised (Alaska Native)",,16,3.99
167610,"Seal, bearded (Oogruk), meat, raw (Alaska Native)",,,
167611,"Oil, bearded seal (Oogruk) (Alaska Native)",,,
167612,"Oopah (tunicate), whole animal (Alaska Native)",,,
167613,"Owl, horned, flesh, raw (Alaska Native)",,40,6.49
167614,"Fish, salmon, king, chinook, smoked and canned (Alaska Native)",,10,10.00
167615,"Fish, salmon, king, chinook, smoked, brined (Alaska Native)",,10,10.00
167616,"Fish, salmon, king, chinook, liver (Alaska Native)",,10,10.00
167617,"Duck, scoter, white-winged, meat (Alaska Native)",,,
167618,"Sea cucumber, yane (Alaska Native)",,,
167619,"Squirrel, ground, meat (Alaska Native)",1 ct,,10.99
167620,"Tea, tundra, herb and laborador combination (Alaska Native)",,,
167621,"Walrus, meat, dried (Alaska Native)",,,
167622,"Deer (venison), sitka, raw (Alaska Native)",,,
167623,"Whale, bowhead, subcutaneous fat (blubber) (Alaska Native)",,,
167624,"Whale, bowhead, skin and subcutaneous fat (muktuk) (Alaska Native)",,,
167625,"Oil, whale, bowhead (Alaska Native)",,8.5,4.29
167626,"Fish, whitefish, broad, liver (Alaska Native)",4 pk,11.6,8.99
167627,"Mush, blue corn with ash (Navajo)",,,
167628,"Cornmeal, blue (Navajo)",,,
167629,"Melon, banana (Navajo)",,,
167630,Chilchen (Red Berry Beverage) (Navajo),,,
167631,"Corn, dried (Navajo)",9 ct,0.7,7.49
167632,"Squash, Indian, cooked, boiled (Navajo)",1 lb,16,1.49
167633,"Bread, kneel down (Navajo)",,,
167634,"Mutton, cooked, roasted (Navajo)",,,
167635,"Frybread, made with lard (Navajo)",,,
167636,Tamales (Navajo),,,
167637,"Stew, steamed corn (Navajo)",,,
167638,"Fish, halibut, raw, with skin (Alaska Native)",12 ounces,,17.99
167639,"Fish, salmon, coho (silver), raw (Alaska Native)",,10,10.00
167640,"Blueberries, wild, raw (Alaska Native)",,17.1,3.49
167641,"Oil, spotted seal (Alaska Native)",,,
167642,"Fish, salmon, red, canned, bones removed (Alaska Native)",,10,10.00
167643,"Fish, whitefish, eggs (Alaska Native)",4 pk,11.6,8.99
167644,"Caribou, rump meat, half dried (Alaska Native)",,,
167645,"Fish, salmon, red, (sockeye), canned, smoked (Alaska Native)",,10,10.00
167646,"Fish, salmon, red, (sockeye), kippered (Alaska Native)",,10,10.00
167647,"Fish, salmon, king, with skin, kippered, (Alaska Native)",,10,10.00
167648,"Fish, sheefish, raw (Alaska Native)",,9,7.99
167649,"Buffalo, free range, top round steak, raw (Shoshone Bannock)",,32,3.69
167650,"Seal, bearded (Oogruk), meat, partially dried (Alaska Native)",,,
167651,"Buffalo, free range, top round steak, cooked (Shoshone Bannock)",,32,3.69
167652,"Elk, free range, roast, eye of round, raw (Shoshone Bannock)",18 ct,,11.99
167653,"Corn, dried, yellow (Northern Plains Indians)",,1.2,5.99
167654,"Smelt, dried (Alaska Native)",,,
167655,"Frybread, made with lard (Apache)",,,
167656,Corned beef and potatoes in tortilla (Apache),,,
167657,"ON THE BORDER, soft taco with ground beef, cheese and lettuce",,22,2.50
167658,"Restaurant, Mexican, soft taco with ground beef, cheese and lettuce",,16,6.49
167659,"Restaurant, Latino, chicken and rice, entree, prepared",,16,1.69
167660,"Restaurant, Latino, empanadas, beef, prepared",,16,1.69
167661,"Restaurant, Latino, pupusas con frijoles (pupusas, bean)",,16,1.69
167662,"Restaurant, Latino, pupusas con queso (pupusas, cheese)",,16,1.69
167663,"Restaurant, Latino, pupusas del cerdo (pupusas, pork)",,16,1.69
167664,"Restaurant, Latino, tamale, corn",,16,1.69
167665,"Restaurant, Mexican, spanish rice",,16,6.49
167666,"Restaurant, Mexican, refried beans",,16,6.49
167667,"Restaurant, Chinese, egg rolls, assorted",,16,6.49
167668,"Restaurant, Chinese, fried rice, without meat",,16,6.49
167669,"CRACKER BARREL, steak fries",,,
167670,"CRACKER BARREL, grilled sirloin steak",,,
167671,"CRACKER BARREL, macaroni n' cheese plate, from kid's menu",,8.2,1.99
167672,"DENNY'S, french fries",,,
167673,"DENNY'S, top sirloin steak",,,
167674,"Restaurant, Chinese, lemon chicken",,16,6.49
167675,"Restaurant, Chinese, general tso's chicken",,16,6.49
167676,"Restaurant, Chinese, kung pao chicken",,16,6.49
167677,"Restaurant, Chinese, vegetable lo mein, without meat",,16,6.49
167678,"Restaurant, Chinese, chicken and vegetables",,16,6.49
167679,"Restaurant, Chinese, orange chicken",,16,6.49
167680,"Restaurant, Italian, spaghetti with meat sauce",,16,2.69
167681,"Beverages, fruit-flavored drink, dry powdered mix, low calorie, with aspartame",10 ct,,3.79
167682,"Pectin, liquid",2 ct,,5.49
167683,"Frozen novelties, ice cream type, vanilla ice cream, light, no sugar added, chocolate coated",,,
167684,"Creamy dressing, made with sour cream and/or buttermilk and oil, reduced calorie",,,
167685,"Bologna, beef and pork, low fat",1 lb,16,1.89
167686,"Milk dessert, frozen, milk-fat free, chocolate",,16,6.49
167687,"Whipped topping, frozen, low fat",,8,2.19
167688,"Cream substitute, powdered, light",,35.3,6.99
167689,"Candies, MARS SNACKFOOD US, M&M's Peanut Butter Chocolate Candies",,,
167690,"Babyfood, apple yogurt dessert, strained",,,
167691,"Vegetable oil-butter spread, reduced calorie",,,
167692,"Salad dressing, blue or roquefort cheese dressing, light",,,
167693,"Salad dressing, french dressing, reduced calorie",15 oza,,2.99
167694,"Sausage, turkey and pork, fresh, bulk, patty or link, cooked",,13,3.29
167695,"Mayonnaise, made with tofu",,,
167696,"Frankfurter, beef, low fat",,12,5.99
167697,"Milk, buttermilk, fluid, cultured, reduced fat",1 pt,,1.19
167698,"Pork sausage rice links, brown and serve, cooked",,6.4,1.79
167699,"Salad dressing, blue or roquefort cheese dressing, fat-free",,24,6.99
167700,"Salad Dressing, mayonnaise-like, fat-free",30 fo,,6.49
167701,"Candies, MARS SNACKFOOD US, MILKY WAY Midnight Bar",,,
167702,"Oil, flaxseed, cold pressed",125 ct,,18.99
167703,"Cheese, cottage, lowfat, 1% milkfat, lactose reduced",,24,3.29
167704,"Salad dressing, bacon and tomato",,11,7.99
167705,"Cheese, parmesan, low sodium",,8,5.99
167706,"Jams, preserves, marmalade, reduced sugar",,13,7.29
167707,"Beverages, fruit-flavored drink, powder, with high vitamin C with other added vitamins, low calorie",10 ct,,3.79
167708,"Tomato and vegetable juice, low sodium",6 cans,11.5,5.99
167709,"Turkey, wing, smoked, cooked, with skin, bone removed",1 lb,16,4.49
167710,"Turkey, drumstick, smoked, cooked, with skin, bone removed",1 lb,16,4.49
167711,"Beverages, Chocolate-flavored drink, whey and milk based",,11,3.79
167712,"Pork, cured, bacon, cooked, broiled, pan-fried or roasted, reduced sodium",,12,5.49
167713,"Turkey, light or dark meat, smoked, cooked, skin and bone removed",,9,4.29
167714,"Hearts of palm, raw",,6,4.79
167715,"Cereals ready-to-eat, POST, Shredded Wheat n' Bran, spoon-size",,12.25,3.99
167716,"Cheese, cottage, lowfat, 1% milkfat, with vegetables",,24,3.29
167717,Yeast extract spread,,24,5.49
167718,"Babyfood, juice, pear",,4,3.99
167719,"Chicken, meatless, breaded, fried",,14.7,9.49
167720,"Babyfood, meat, beef with vegetables, toddler",,6,2.79
167721,"Frozen novelties, juice type, juice with cream",,12,3.29
167722,Tofu yogurt,,,
167723,"Alcoholic beverage, rice (sake)",12 cans,12,22.99
167724,"Millet, puffed",,,
167725,"Cereals ready-to-eat, OAT BRAN FLAKES, HEALTH VALLEY",,18.2,2.79
167726,"Babyfood, mixed fruit yogurt, strained",,4.2,1.89
167727,"Beverages, ABBOTT, ENSURE PLUS, ready-to-drink",8 pk,6,4.49
167728,"Babyfood, rice and apples, dry",,1.4,2.89
167729,"Babyfood, juice, apple - cherry",,4,3.99
167730,"Milk, imitation, non-soy",,,
167731,"Babyfood, cereal, rice with pears and apple, dry, instant fortified",,8,4.99
167732,"Babyfood, banana no tapioca, strained",,,
167733,"Babyfood, banana apple dessert, strained",,3.5,1.39
167734,"Breakfast bar, corn flake crust with fruit",,,
167735,"Cheese, mozzarella, low sodium",,8,2.49
167736,"Mayonnaise dressing, no cholesterol",,18,3.69
167737,"Oil, corn, peanut, and olive",,40,6.49
167738,"Pie fillings, blueberry, canned",,21,4.19
167739,"Beverages, Cocktail mix, non-alcoholic, concentrated, frozen",,33.8,4.39
167740,"Puddings, chocolate flavor, low calorie, regular, dry mix",,3.9,1.99
167741,"Puddings, all flavors except chocolate, low calorie, regular, dry mix",,,
167742,"Mollusks, scallop, (bay and sea), cooked, steamed",,,
167743,"Syrup, Cane",,4,12.99
167744,"Mollusks, snail, raw",8 count,,3.69
167745,"Turtle, green, raw",,,
167746,"Lemons, raw, without peel",,12,6.99
167747,"Lemon juice, raw",,4,1.25
167748,"Lemon juice from concentrate, canned or bottled",12 fo,,1.99
167749,"Lemon peel, raw",16 ounces,,12.99
167750,"Prickly pears, raw",12 bottle / 12 fl. oz,,19.99
167751,"Plums, dried (prunes), stewed, without added sugar",,4,1.59
167752,"Plums, dried (prunes), stewed, with added sugar",,4,1.59
167753,"Prune juice, canned",4 ct,7.5,5.99
167754,"Pummelo, raw",,,
167755,"Raspberries, raw",,12,7.29
167756,"Raspberries, canned, red, heavy syrup pack, solids and liquids",,12,2.39
167757,"Raspberries, frozen, red, sweetened",,12,4.99
167758,"Rhubarb, raw",,,
167759,"Sapodilla, raw",,,
167760,"Sapote, mamey, raw",,,
167761,"Soursop, raw",,11.5,14.49
167762,"Strawberries, raw",,12,4.99
167763,"Tamarinds, raw",,,
167764,"Fruit salad, (pineapple and papaya and banana and guava), tropical, canned, heavy syrup, solids and liquids",,,
167765,"Watermelon, raw",,12,6.99
167766,"Maraschino cherries, canned, drained",,10,3.59
167767,"Pineapple, canned, juice pack, drained",,20,2.29
167768,"Apricots, canned, heavy syrup, drained",,15.25,2.19
167769,"Cherries, sour, canned, water pack, drained",30 ct,,17.99
167770,"Cherries, sweet, canned, pitted, heavy syrup, drained",,16,3.49
167771,"Apple juice, canned or bottled, unsweetened, with added ascorbic acid",,,
167772,"Applesauce, canned, unsweetened, with added ascorbic acid",,,
167773,"Applesauce, canned, sweetened, with salt",,48,4.29
167774,"Grapefruit juice, pink, raw",,52,4.99
167775,"Apple juice, frozen concentrate, unsweetened, diluted with 3 volume water, with added ascorbic acid",,12,1.99
167776,"Pears, raw, bartlett (Includes foods for USDA's Food Distribution Program)",1 lb,16,2.99
167777,"Pears, raw, red anjou",,,
167778,"Pears, raw, bosc (Includes foods for USDA's Food Distribution Program)",,,
167779,"Pears, raw, green anjou (Includes foods for USDA's Food Distribution Program)",1 lb,16,2.99
167780,Prune puree,,4,1.29
167781,Candied fruit,,18,8.99
167782,"Abiyuch, raw",,,
167783,"Rowal, raw",,,
167784,"Guava nectar, canned, with added ascorbic acid",,11.3,0.79
167785,"Mango nectar, canned",,,
167786,"Tamarind nectar, canned",,,
167787,"Pomegranate juice, bottled",,46,4.49
167788,"Nance, canned, syrup, drained",,,
167789,"Nance, frozen, unsweetened",,,
167790,"Naranjilla (lulo) pulp, frozen, unsweetened",,,
167791,Horned melon (Kiwano),,,
167792,Orange Pineapple Juice Blend,,64,2.49
167793,"Apples, raw, fuji, with skin (Includes foods for USDA's Food Distribution Program)",,16,2.99
167794,"Orange juice, chilled, includes from concentrate, with added calcium and vitamins A, D, E",,59,4.99
167795,"Fruit juice smoothie, NAKED JUICE, MIGHTY MANGO",,15.2,3.79
167796,"Fruit juice smoothie, NAKED JUICE, GREEN MACHINE",,15.2,3.79
167797,"Fruit juice smoothie, BOLTHOUSE FARMS, BERRY BOOST",,52,6.99
167798,"Fruit juice smoothie, BOLTHOUSE FARMS, GREEN GOODNESS",,52,6.99
167799,"Fruit juice smoothie, BOLTHOUSE FARMS, strawberry banana",,52,6.99
167800,"Apple juice, canned or bottled, unsweetened, with added ascorbic acid, calcium, and potassium",6 bottles,8,5.49
167801,"Lemon juice from concentrate, bottled, CONCORD",12 fo,,1.99
167802,"Lemon juice from concentrate, bottled, REAL LEMON",12 fo,,1.99
167803,"Cranberry sauce, whole, canned, OCEAN SPRAY",,14,2.99
167804,"Cranberry sauce, jellied, canned, OCEAN SPRAY",,14,2.99
167805,"Ruby Red grapefruit juice blend (grapefruit, grape, apple), OCEAN SPRAY, bottled, with added vitamin C",,,
167806,Baobab powder,,8.25,9.49
167807,"Cherry juice, tart",,32,5.49
167808,"Raspberries, puree, seedless",,4,0.85
167809,"Raspberries, puree, with seeds",,4,0.85
167810,"Pork, fresh, composite of trimmed leg, loin, shoulder, and spareribs, (includes cuts to be cured), separable lean and fat, raw",1 package,,3.99
167811,"Pork, fresh, backfat, raw",1 package,,3.99
167812,"Pork, fresh, belly, raw",1 package,,3.99
167813,"Pork, fresh, separable fat, raw",1 package,,3.99
167814,"Pork, fresh, leg (ham), rump half, separable lean and fat, raw",1 package,,3.99
167815,"Pork, fresh, leg (ham), rump half, separable lean and fat, cooked, roasted",1 package,,3.99
167816,"Pork, fresh, leg (ham), rump half, separable lean only, raw (Includes foods for USDA's Food Distribution Program)",1 package,,3.99
167817,"Pork, fresh, leg (ham), rump half, separable lean only, cooked, roasted",1 package,,3.99
167818,"Pork, fresh, loin, whole, separable lean and fat, raw",1 package,,3.99
167819,"Pork, fresh, loin, whole, separable lean and fat, cooked, braised",1 package,,3.99
167820,"Pork, fresh, loin, whole, separable lean and fat, cooked, broiled",1 package,,3.99
167821,"Pork, fresh, loin, whole, separable lean and fat, cooked, roasted",1 package,,3.99
167822,"Pork, fresh, loin, blade (chops or roasts), bone-in, separable lean and fat, raw",1 package,,3.99
167823,"Pork, fresh, loin, blade (chops), bone-in, separable lean and fat, cooked, braised",1 package,,3.99
167824,"Pork, fresh, loin, blade (chops), bone-in, separable lean and fat, cooked, broiled",1 package,,3.99
167825,"Pork, fresh, loin, blade (roasts), bone-in, separable lean and fat, cooked, roasted",1 package,,3.99
167826,"Pork, fresh, loin, center loin (chops), bone-in, separable lean and fat, cooked, braised",1 package,,3.99
167827,"Pork, fresh, loin, center loin (chops), bone-in, separable lean and fat, cooked, broiled",1 package,,3.99
167828,"Pork, fresh, loin, center loin (roasts), bone-in, separable lean and fat, cooked, roasted",1 package,,3.99
167829,"Pork, fresh, loin, center loin (chops), bone-in, separable lean only, raw",1 package,,3.99
167830,"Pork, fresh, loin, center rib (chops), bone-in, separable lean and fat, cooked, braised",1 package,,3.99
167831,"Pork, fresh, loin, center rib (chops), bone-in, separable lean and fat, cooked, broiled",1 package,,3.99
167832,"Pork, fresh, loin, center rib (roasts), bone-in, separable lean and fat, cooked, roasted",1 package,,3.99
167833,"Pork, fresh, loin, center rib (chops or roasts), bone-in, separable lean only, raw",1 package,,3.99
167834,"Pork, fresh, loin, sirloin (chops), bone-in, separable lean and fat, cooked, braised",1 package,,3.99
167835,"Pork, fresh, loin, sirloin (chops), bone-in, separable lean and fat, cooked, broiled",1 package,,3.99
167836,"Pork, fresh, loin, sirloin (roasts), bone-in, separable lean and fat, cooked, roasted",1 package,,3.99
167837,"Pork, fresh, loin, sirloin (chops or roasts), bone-in, separable lean only, raw",1 package,,3.99
167838,"Pork, fresh, loin, sirloin (chops), bone-in, separable lean only, cooked, braised",1 package,,3.99
167839,"Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, raw",1 package,,3.99
167840,"Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, cooked, braised",1 package,,3.99
167841,"Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, cooked, broiled",1 package,,3.99
167842,"Pork, fresh, loin, top loin (roasts), boneless, separable lean and fat, cooked, roasted",1 package,,3.99
167843,"Pork, fresh, shoulder, whole, separable lean and fat, raw",1 package,,3.99
167844,"Pork, fresh, shoulder, whole, separable lean and fat, cooked, roasted",1 package,,3.99
167845,"Pork, fresh, shoulder, whole, separable lean only, raw",1 package,,3.99
167846,"Pork, fresh, shoulder, whole, separable lean only, cooked, roasted",1 package,,3.99
167847,"Pork, fresh, shoulder, arm picnic, separable lean only, cooked, braised",1 package,,3.99
167848,"Pork, fresh, shoulder, arm picnic, separable lean only, cooked, roasted",1 package,,3.99
167849,"Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean and fat, raw",1 package,,3.99
167850,"Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean and fat, cooked, braised",1 package,,3.99
167851,"Pork, fresh, shoulder, blade, boston (steaks), separable lean and fat, cooked, broiled",1 package,,3.99
167852,"Pork, fresh, shoulder, blade, boston (roasts), separable lean only, cooked, roasted",1 package,,3.99
167853,"Pork, fresh, spareribs, separable lean and fat, raw",1 package,,3.99
167854,"Pork, fresh, spareribs, separable lean and fat, cooked, braised",1 package,,3.99
167855,"Pork, fresh, composite of trimmed retail cuts (leg, loin, and shoulder), separable lean only, cooked",1 package,,3.99
167856,"Pork, fresh, variety meats and by-products, chitterlings, cooked, simmered",1 package,,3.99
167857,"Pork, fresh, variety meats and by-products, ears, frozen, raw",1 package,,3.99
167858,"Pork, fresh, variety meats and by-products, ears, frozen, cooked, simmered",1 package,,3.99
167859,"Pork, fresh, variety meats and by-products, feet, raw",1 package,,3.99
167860,"Pork, fresh, variety meats and by-products, kidneys, cooked, braised",1 package,,3.99
167861,"Pork, fresh, variety meats and by-products, leaf fat, raw",1 package,,3.99
167862,"Pork, fresh, variety meats and by-products, liver, raw",1 package,,3.99
167863,"Pork, fresh, variety meats and by-products, liver, cooked, braised",1 package,,3.99
167864,"Pork, fresh, variety meats and by-products, lungs, raw",1 package,,3.99
167865,"Pork, fresh, variety meats and by-products, spleen, raw",1 package,,3.99
167866,"Pork, fresh, variety meats and by-products, spleen, cooked, braised",1 package,,3.99
167867,"Pork, fresh, variety meats and by-products, stomach, raw",1 package,,3.99
167868,"Pork, fresh, loin, blade (chops), bone-in, separable lean only, cooked, pan-fried",1 package,,3.99
167869,"Canadian bacon, unprepared",,5,3.49
167870,"Pork, cured, feet, pickled",,12,5.49
167871,"Pork, cured, ham, boneless, extra lean (approximately 5% fat), roasted",,12,5.49
167872,"Pork, cured, ham, boneless, regular (approximately 11% fat), roasted",,12,5.49
167873,"Pork, cured, ham, patties, unheated",,12,5.49
167874,"Pork, cured, ham, steak, boneless, extra lean, unheated",,12,5.49
167875,"Pork, cured, ham, whole, separable lean and fat, unheated",,12,5.49
167876,"Pork, cured, ham, whole, separable lean only, unheated",,12,5.49
167877,"Pork, cured, separable fat (from ham and arm picnic), unheated",,12,5.49
167878,"Pork, cured, separable fat (from ham and arm picnic), roasted",,12,5.49
167879,"Pork, cured, shoulder, arm picnic, separable lean and fat, roasted",,12,5.49
167880,"Pork, cured, shoulder, arm picnic, separable lean only, roasted",,12,5.49
167881,"Pork, fresh, variety meats and by-products, tail, cooked, simmered",1 package,,3.99
167882,"Pork, fresh, loin, center loin (chops), bone-in, separable lean only, cooked, pan-fried",1 package,,3.99
167883,"Pork, fresh, loin, center rib (chops), bone-in, separable lean only, cooked, pan-fried",1 package,,3.99
167884,"Pork, fresh, loin, blade (chops), bone-in, separable lean and fat, cooked, pan-fried",1 package,,3.99
167885,"Pork, cured, ham, extra lean and regular, canned, unheated",,12,5.49
167886,"Pork, cured, ham, extra lean and regular, canned, roasted",,12,5.49
167887,"Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, cooked, pan-fried",1 package,,3.99
167888,"Pork, fresh, composite of trimmed retail cuts (leg, loin, shoulder, and spareribs), separable lean and fat, raw",1 package,,3.99
167889,"Pork, fresh, loin, center rib (chops or roasts), boneless, separable lean and fat, raw",1 package,,3.99
167890,"Pork, fresh, loin, center rib (chops), boneless, separable lean and fat, cooked, braised",1 package,,3.99
167891,"Pork, fresh, loin, center rib (chops), boneless, separable lean and fat, cooked, broiled",1 package,,3.99
167892,"Pork, fresh, loin, center rib (chops), boneless, separable lean and fat, cooked, pan-fried",1 package,,3.99
167893,"Pork, fresh, loin, center rib (chops), boneless, separable lean only, cooked, pan-fried",1 package,,3.99
167894,"Pork, fresh, loin, center rib (roasts), boneless, separable lean only, cooked, roasted",1 package,,3.99
167895,"Pork, fresh, loin, country-style ribs, separable lean and fat, raw",1 package,,3.99
167896,"Pork, fresh, loin, country-style ribs, separable lean and fat, cooked, braised",1 package,,3.99
167897,"Pork, fresh, loin, country-style ribs, separable lean and fat, bone-in, cooked, roasted",1 package,,3.99
167898,"Pork, fresh, loin, sirloin (chops), boneless, separable lean and fat, cooked, braised",1 package,,3.99
167899,"Pork, fresh, loin, sirloin (chops), boneless, separable lean and fat, cooked, broiled",1 package,,3.99
167900,"Pork, fresh, loin, sirloin (roasts), boneless, separable lean and fat, cooked, roasted",1 package,,3.99
167901,"Pork, fresh, loin, sirloin (chops or roasts), boneless, separable lean only, raw",1 package,,3.99
167902,"Pork, fresh, ground, raw",1 package,,3.99
167903,"Pork, fresh, ground, cooked",1 package,,3.99
